Store,Country,Region,Order_Date,Item,Salesperson,List Price,Actual Price,Discount %
Sao Paolo,Brazil,LATAM,01-06-2014,Refrigerator,Stephen Smith,1000,600,40.00%
Mexico City,Mexico,LATAM,21-08-2014,Blender,Phillip Clarke,50,44,12.00%
Kansas City,USA,NA,21-05-2016,Washing Machine,Douglas Davies,800,544,32.00%
New York,USA,NA,28-11-2017,Coffee grinder,Matthew Crowe,70,68,2.86%
Seoul,South Korea,APAC,08-07-2015,Toaster,Roger Scott,50,50,0.00%
Vienna,Austria,EMEA,02-03-2018,Ceiling fan,Jesus Timmins,150,135,10.00%
London,UK,EMEA,23-01-2018,Blender,Ian Borowski,50,50,0.00%
Delhi,India,APAC,09-12-2015,Toaster,Noel Burn,50,33,34.00%
Kuala Lumpur,Malaysia,APAC,30-09-2017,Toaster,Stephen MacGregor,50,46,8.00%
Prague,Czech Republic,EMEA,24-11-2014,Dishwasher,Christopher Martin,500,370,26.00%
Kuala Lumpur,Malaysia,APAC,03-03-2015,Air conditioner,Valerie Hook,700,448,36.00%
Bangalore,India,APAC,27-12-2017,Toaster,Johanna Mirza,50,48,4.00%
Bogota,Columbia,LATAM,19-03-2018,Oven,Russell Thorley,500,490,2.00%
Moscow,Russia,EMEA,30-05-2017,Blender,May Wilmot,50,49,2.00%
Seoul,South Korea,APAC,29-10-2017,Washing Machine,Steven Wood,800,616,23.00%
Lima,Peru,LATAM,14-01-2018,Toaster,Christopher Cresswell,50,46,8.00%
New York,USA,NA,09-11-2015,Microwave,Ian Coates,80,70,12.50%
Athens,Greece,EMEA,13-11-2016,Dishwasher,Denise Harris,500,490,2.00%
Athens,Greece,EMEA,09-09-2014,Vacuum Cleaner,Aidan Perrott,250,190,24.00%
Capetown,South Africa,EMEA,25-10-2018,Microwave,Helen Cooke,80,68,15.00%
Kuala Lumpur,Malaysia,APAC,13-07-2016,Toaster,Anthony Green,50,46,8.00%
Vienna,Austria,EMEA,28-01-2014,Air conditioner,Lisa Pepper,700,574,18.00%
Kuala Lumpur,Malaysia,APAC,14-04-2017,Microwave,Stephen MacGregor,80,74,7.50%
Tijuana,Mexico,LATAM,12-01-2018,Blender,Stephen Carlin,50,44,12.00%
Seoul,South Korea,APAC,03-08-2017,Iron,Steven Wood,30,30,0.00%
Prague,Czech Republic,EMEA,18-07-2017,Oven,Maureen Haymes,500,500,0.00%
New York,USA,NA,25-03-2014,Toaster,Robert Salisbury,50,47,6.00%
Tel Aviv,Israel,EMEA,28-04-2017,Toaster,Richard McGrath,50,46,8.00%
Kansas City,USA,NA,19-10-2016,Toaster,Kirsty Amos,50,44,12.00%
Sao Paolo,Brazil,LATAM,02-09-2014,Dishwasher,Zoe Munday,500,355,29.00%
Kansas City,USA,NA,24-01-2018,Dishwasher,Christina Pedley,500,495,1.00%
Buenos Aires,Argentina,LATAM,26-10-2015,Microwave,Ian Grant,80,61,23.75%
Prague,Czech Republic,EMEA,20-11-2018,Oven,David Stewart,500,495,1.00%
Riyadh,Saudi Arabia,EMEA,30-11-2018,Blender,Gillian Crawley,50,48,4.00%
Amsterdam,Netherlands,EMEA,29-03-2018,Washing Machine,Christopher Hurren,800,520,35.00%
Kuala Lumpur,Malaysia,APAC,15-08-2014,Oven,Rachel Oliver,500,490,2.00%
Tijuana,Mexico,LATAM,16-07-2017,Air conditioner,Gillian Allnutt,700,637,9.00%
Vienna,Austria,EMEA,22-06-2014,Vacuum Cleaner,Noel Hardy,250,203,18.80%
Tel Aviv,Israel,EMEA,18-12-2018,Dishwasher,Thomas Gordon,500,500,0.00%
Rome,Italy,EMEA,18-02-2015,Iron,Andrew Hirst,30,20,33.33%
Seattle,USA,NA,02-04-2016,Oven,Kevin Styles,500,500,0.00%
Guangzhou,China,APAC,13-05-2015,Refrigerator,Helen Watt,1000,910,9.00%
Warsaw,Poland,EMEA,30-03-2016,Refrigerator,Robert Brook,1000,960,4.00%
Kuala Lumpur,Malaysia,APAC,02-07-2014,Refrigerator,Harold Lunn,1000,540,46.00%
San Fransisco,USA,NA,07-04-2018,Toaster,Gary Acheampong,50,49,2.00%
Prague,Czech Republic,EMEA,20-07-2017,Toaster,Stephen Nolan,50,47,6.00%
Riyadh,Saudi Arabia,EMEA,13-03-2015,Air conditioner,Heather Murray,700,511,27.00%
Vienna,Austria,EMEA,13-10-2018,Washing Machine,Baljinder Anderson,800,688,14.00%
Birmingham,UK,EMEA,04-08-2018,Washing Machine,Johanna Collins,800,648,19.00%
Dublin,Ireland,EMEA,29-05-2017,Iron,Emma Gibbons,30,30,0.00%
Buenos Aires,Argentina,LATAM,26-09-2014,Vacuum Cleaner,Abdul Heywood,250,230,8.00%
Toronto,Canada,NA,24-11-2018,Blender,Nick Blacklock,50,47,6.00%
Vienna,Austria,EMEA,23-05-2015,Iron,Daniel Henderson,30,25,16.67%
Dublin,Ireland,EMEA,14-10-2017,Coffee grinder,Emma Gibbons,70,67,4.29%
Warsaw,Poland,EMEA,30-05-2018,Refrigerator,James Lam,1000,940,6.00%
Los Angeles,USA,NA,24-10-2015,Dishwasher,Anthony Procter,500,480,4.00%
Prague,Czech Republic,EMEA,26-01-2018,Coffee grinder,Stephen Nolan,70,68,2.86%
Capetown,South Africa,EMEA,15-06-2018,Ceiling fan,Helen Cooke,150,147,2.00%
Warsaw,Poland,EMEA,29-06-2017,Microwave,David Grey,80,74,7.50%
New York,USA,NA,29-07-2016,Oven,Sarah Houghton,500,490,2.00%
Bogota,Columbia,LATAM,19-05-2016,Oven,Alison Lazar,500,490,2.00%
Seoul,South Korea,APAC,02-04-2014,Coffee grinder,Martin Birch,70,70,0.00%
Athens,Greece,EMEA,29-11-2014,Oven,Charles Ali,500,500,0.00%
Ho Chi Minh City,Vietnam,APAC,28-10-2015,Air conditioner,Michael Bell,700,630,10.00%
Prague,Czech Republic,EMEA,15-06-2015,Toaster,Nick Denny,50,48,4.00%
Madria,Spain,EMEA,29-10-2018,Washing Machine,Paul Long,800,736,8.00%
Berlin,Germany,EMEA,25-03-2017,Washing Machine,John Gunter,800,784,2.00%
Rome,Italy,EMEA,26-06-2017,Vacuum Cleaner,Golam Reid,250,230,8.00%
Shenzhen,China,APAC,01-11-2016,Coffee grinder,Russell Reynolds,70,62,11.43%
Sao Paolo,Brazil,LATAM,27-07-2014,Vacuum Cleaner,Cheryl Tubbs,250,193,22.80%
Ho Chi Minh City,Vietnam,APAC,13-03-2015,Oven,Michael Rodgers,500,495,1.00%
Rome,Italy,EMEA,01-09-2014,Washing Machine,Steven Bell,800,784,2.00%
Bogota,Columbia,LATAM,16-12-2014,Microwave,Margaret Buck,80,60,25.00%
Berlin,Germany,EMEA,24-11-2017,Vacuum Cleaner,David Townsend,250,235,6.00%
Tel Aviv,Israel,EMEA,26-12-2015,Vacuum Cleaner,Steven Green,250,228,8.80%
Paris,France,EMEA,25-02-2016,Microwave,Rory Bullion,80,68,15.00%
Berlin,Germany,EMEA,17-06-2015,Coffee grinder,John Gunter,70,64,8.57%
Moscow,Russia,EMEA,07-02-2015,Washing Machine,Zulfiqar Mirza,800,576,28.00%
London,UK,EMEA,01-07-2017,Toaster,Nicola Williams,50,48,4.00%
Bucharest,Romania,EMEA,25-09-2014,Vacuum Cleaner,Constance Tidey,250,248,0.80%
Bangalore,India,APAC,01-12-2015,Air conditioner,Stuart Sykes,700,567,19.00%
Delhi,India,APAC,05-06-2017,Washing Machine,David Johnson,800,472,41.00%
Kuala Lumpur,Malaysia,APAC,16-06-2015,Air conditioner,Rachel Oliver,700,595,15.00%
Seoul,South Korea,APAC,19-03-2016,Iron,Steven Wood,30,29,3.33%
Prague,Czech Republic,EMEA,27-11-2014,Blender,Rachel Blane,50,36,28.00%
Birmingham,UK,EMEA,18-01-2015,Toaster,Susan Reay,50,31,38.00%
Jerusalem,Israel,EMEA,02-08-2016,Coffee grinder,William Collins,70,68,2.86%
New York,USA,NA,16-09-2017,Air conditioner,Sarah Houghton,700,672,4.00%
Guangzhou,China,APAC,24-11-2016,Vacuum Cleaner,Abdul Amos,250,240,4.00%
Capetown,South Africa,EMEA,30-09-2018,Washing Machine,Margaret Philp,800,696,13.00%
Ho Chi Minh City,Vietnam,APAC,12-11-2018,Air conditioner,Rosemary Aziz,700,602,14.00%
Madria,Spain,EMEA,18-02-2016,Toaster,Howard Jones,50,43,14.00%
Sao Paolo,Brazil,LATAM,26-04-2015,Coffee grinder,Elizabeth Holloway,70,42,40.00%
Dublin,Ireland,EMEA,01-07-2014,Iron,Emma Gibbons,30,30,0.00%
Cairo,Egypt,EMEA,26-01-2018,Air conditioner,Valerie Pereira,700,623,11.00%
Bangalore,India,APAC,28-04-2016,Microwave,Paul Benton,80,76,5.00%
Tijuana,Mexico,LATAM,14-03-2015,Coffee grinder,Richard Foy,70,45,35.71%
Guangzhou,China,APAC,15-06-2015,Washing Machine,Abdul Amos,800,720,10.00%
Los Angeles,USA,NA,18-06-2016,Coffee grinder,Christopher Kitching,70,63,10.00%
London,UK,EMEA,07-01-2017,Ceiling fan,William Cruse,150,150,0.00%
Jerusalem,Israel,EMEA,10-10-2015,Oven,Barbara Scott,500,490,2.00%
Bucharest,Romania,EMEA,12-10-2016,Dishwasher,Charles Jago,500,500,0.00%
Bangalore,India,APAC,22-08-2017,Vacuum Cleaner,Stuart Hunter,250,225,10.00%
Guangzhou,China,APAC,03-10-2015,Toaster,Glenys Wright,50,43,14.00%
Amsterdam,Netherlands,EMEA,09-05-2017,Blender,Allyson Rush,50,47,6.00%
Shanghai,China,APAC,22-07-2015,Refrigerator,Denise Docherty,1000,870,13.00%
Sydney,Australia,APAC,15-06-2017,Washing Machine,Christine Davies,800,456,43.00%
Delhi,India,APAC,27-06-2015,Air conditioner,Roger Silvester,700,525,25.00%
Bangalore,India,APAC,28-08-2017,Coffee grinder,Paul Rule,70,63,10.00%
Kansas City,USA,NA,17-03-2014,Iron,Nicola Wright,30,26,13.33%
Chicago,USA,NA,07-05-2014,Dishwasher,Heather McGill,500,500,0.00%
Dublin,Ireland,EMEA,06-07-2018,Iron,John Curtis,30,29,3.33%
Kansas City,USA,NA,02-05-2014,Iron,Christina Pedley,30,23,23.33%
Kuala Lumpur,Malaysia,APAC,12-10-2016,Oven,Harold Lunn,500,495,1.00%
Osaka,Japan,APAC,11-10-2017,Dishwasher,Colin Patel,500,480,4.00%
Prague,Czech Republic,EMEA,20-03-2015,Refrigerator,Nick Denny,1000,930,7.00%
Athens,Greece,EMEA,17-07-2015,Ceiling fan,Richard Perrott,150,110,26.67%
San Fransisco,USA,NA,05-05-2014,Refrigerator,James Stephen,1000,910,9.00%
Tel Aviv,Israel,EMEA,08-04-2016,Coffee grinder,Richard McGrath,70,69,1.43%
Moscow,Russia,EMEA,07-01-2015,Air conditioner,Diane Batty,700,665,5.00%
Riyadh,Saudi Arabia,EMEA,13-09-2018,Ceiling fan,David Adams,150,143,4.67%
Osaka,Japan,APAC,25-03-2016,Air conditioner,April Childs,700,672,4.00%
Kansas City,USA,NA,14-05-2015,Toaster,Nicola Wright,50,45,10.00%
Bucharest,Romania,EMEA,31-03-2016,Coffee grinder,Geoffrey Shiner,70,67,4.29%
Delhi,India,APAC,10-01-2015,Blender,Geoffrey Patel,50,38,24.00%
Tijuana,Mexico,LATAM,11-10-2015,Oven,Richard Allnutt,500,495,1.00%
Mexico City,Mexico,LATAM,19-04-2018,Blender,Paul Smith,50,43,14.00%
Capetown,South Africa,EMEA,29-06-2018,Refrigerator,Stuart Anderson,1000,930,7.00%
Los Angeles,USA,NA,17-03-2018,Oven,Ron Goodman,500,490,2.00%
Guangzhou,China,APAC,01-01-2018,Air conditioner,Abdul Amos,700,658,6.00%
Kuala Lumpur,Malaysia,APAC,20-04-2017,Toaster,Anthony Green,50,47,6.00%
Lima,Peru,LATAM,26-05-2016,Vacuum Cleaner,Jacqueline Swaine,250,220,12.00%
Ho Chi Minh City,Vietnam,APAC,12-03-2017,Refrigerator,Susan Dixon,1000,520,48.00%
Riyadh,Saudi Arabia,EMEA,28-05-2014,Refrigerator,Danny Brooks,1000,980,2.00%
Sydney,Australia,APAC,04-07-2018,Oven,James Ricketts,500,495,1.00%
Sydney,Australia,APAC,16-06-2014,Air conditioner,William Martin,700,546,22.00%
Tel Aviv,Israel,EMEA,24-11-2017,Air conditioner,Maureen Reynolds,700,693,1.00%
Tokyo,Japan,APAC,17-02-2016,Toaster,Michelle Hunter,50,45,10.00%
Bangalore,India,APAC,11-10-2016,Air conditioner,Paresh Mathews,700,595,15.00%
Dubai,UAE,EMEA,13-09-2018,Iron,Rachel Clayton,30,29,3.33%
Paris,France,EMEA,20-02-2016,Iron,Philip Tubbs,30,30,0.00%
Delhi,India,APAC,21-01-2014,Iron,David Johnson,30,23,23.33%
Vienna,Austria,EMEA,27-07-2017,Microwave,Peter Thompson,80,73,8.75%
Amsterdam,Netherlands,EMEA,10-04-2015,Refrigerator,David Dorey,1000,980,2.00%
Birmingham,UK,EMEA,12-02-2017,Ceiling fan,John Whitehead,150,150,0.00%
Osaka,Japan,APAC,27-01-2015,Coffee grinder,Neil McAvoy,70,32,54.29%
Dublin,Ireland,EMEA,11-07-2017,Air conditioner,Andrew Phillips,700,700,0.00%
Capetown,South Africa,EMEA,28-04-2018,Iron,Noel Bull,30,26,13.33%
Sydney,Australia,APAC,27-07-2015,Washing Machine,James White,800,624,22.00%
Kansas City,USA,NA,26-04-2018,Washing Machine,David Rodrigues,800,560,30.00%
Warsaw,Poland,EMEA,15-01-2018,Refrigerator,Robert Brook,1000,970,3.00%
Sao Paolo,Brazil,LATAM,02-01-2015,Microwave,Zoe Munday,80,70,12.50%
Delhi,India,APAC,14-02-2018,Washing Machine,Tessa Morrow,800,480,40.00%
Birmingham,UK,EMEA,15-04-2018,Dishwasher,Robert Reed,500,455,9.00%
Tokyo,Japan,APAC,10-12-2017,Coffee grinder,Pauline Taylor,70,69,1.43%
Sydney,Australia,APAC,04-09-2017,Coffee grinder,James White,70,63,10.00%
Dublin,Ireland,EMEA,19-01-2014,Toaster,Emma Gibbons,50,38,24.00%
Paris,France,EMEA,08-08-2015,Vacuum Cleaner,Melanie Fletcher,250,200,20.00%
Osaka,Japan,APAC,25-04-2018,Coffee grinder,Colin Patel,70,69,1.43%
Tijuana,Mexico,LATAM,30-11-2018,Iron,Timothy Younger,30,26,13.33%
Moscow,Russia,EMEA,10-05-2015,Iron,Rita Hill,30,30,0.00%
Prague,Czech Republic,EMEA,15-11-2015,Blender,Andrew Waddell,50,46,8.00%
Dublin,Ireland,EMEA,02-07-2016,Oven,Andrew Phillips,500,500,0.00%
Amsterdam,Netherlands,EMEA,06-01-2016,Air conditioner,Ian Christian,700,679,3.00%
Capetown,South Africa,EMEA,27-07-2016,Air conditioner,Noel Bull,700,630,10.00%
Toronto,Canada,NA,27-02-2017,Coffee grinder,Michael Patel,70,65,7.14%
Delhi,India,APAC,12-12-2014,Oven,David Johnson,500,500,0.00%
Dubai,UAE,EMEA,11-10-2014,Vacuum Cleaner,Roy Connelly,250,200,20.00%
Berlin,Germany,EMEA,09-08-2015,Oven,David Townsend,500,490,2.00%
Buenos Aires,Argentina,LATAM,24-03-2016,Iron,Abdul Heywood,30,30,0.00%
Seattle,USA,NA,13-05-2014,Coffee grinder,Heather Donald,70,55,21.43%
Rome,Italy,EMEA,30-07-2015,Blender,Michael Toy,50,42,16.00%
Tokyo,Japan,APAC,04-11-2014,Iron,Rose Rowntree,30,26,13.33%
Madria,Spain,EMEA,09-05-2014,Coffee grinder,Barrie Murray,70,53,24.29%
Riyadh,Saudi Arabia,EMEA,23-02-2014,Oven,Danny Brooks,500,490,2.00%
Warsaw,Poland,EMEA,26-04-2016,Iron,Hin Bragg,30,26,13.33%
Kuala Lumpur,Malaysia,APAC,05-02-2015,Microwave,Stephen MacGregor,80,53,33.75%
Santiago,Chile,LATAM,29-09-2018,Washing Machine,Bruce McPhee,800,616,23.00%
Toronto,Canada,NA,23-04-2016,Vacuum Cleaner,James Hammond,250,225,10.00%
Santiago,Chile,LATAM,01-02-2015,Vacuum Cleaner,Julia Hammond,250,215,14.00%
Shenzhen,China,APAC,02-11-2014,Washing Machine,Edward Jenkins,800,712,11.00%
Kansas City,USA,NA,09-06-2018,Toaster,Robert Jenkins,50,46,8.00%
Bogota,Columbia,LATAM,27-12-2015,Refrigerator,Paul Puri,1000,960,4.00%
Buenos Aires,Argentina,LATAM,07-03-2017,Vacuum Cleaner,Lisa Wood,250,243,2.80%
Seoul,South Korea,APAC,14-09-2015,Air conditioner,Iftikhar Haywood,700,665,5.00%
Bangkok,Thailand,APAC,08-05-2018,Iron,Martin Gee,30,30,0.00%
Sao Paolo,Brazil,LATAM,19-09-2015,Dishwasher,Elizabeth Holloway,500,350,30.00%
Delhi,India,APAC,21-01-2016,Iron,Gillian Harris,30,28,6.67%
Chicago,USA,NA,31-07-2016,Vacuum Cleaner,Ronald Bettley,250,245,2.00%
Jerusalem,Israel,EMEA,26-12-2017,Ceiling fan,John Bond,150,143,4.67%
Kuala Lumpur,Malaysia,APAC,17-08-2018,Blender,Trudi Griffin,50,49,2.00%
Shenzhen,China,APAC,13-04-2017,Toaster,Fatima James,50,50,0.00%
Bangkok,Thailand,APAC,07-12-2015,Refrigerator,Mary Mitchell,1000,940,6.00%
Berlin,Germany,EMEA,04-01-2016,Washing Machine,David Power,800,480,40.00%
Madria,Spain,EMEA,04-06-2014,Vacuum Cleaner,Paul Long,250,198,20.80%
Amsterdam,Netherlands,EMEA,02-09-2018,Ceiling fan,Ian Christian,150,131,12.67%
Bogota,Columbia,LATAM,15-07-2017,Refrigerator,David Finnie,1000,730,27.00%
Berlin,Germany,EMEA,11-11-2016,Washing Machine,John Gunter,800,584,27.00%
San Fransisco,USA,NA,17-08-2018,Ceiling fan,Kevin Ahmed,150,128,14.67%
London,UK,EMEA,17-11-2017,Refrigerator,Philip Dewar,1000,1000,0.00%
Paris,France,EMEA,20-07-2017,Toaster,Christopher Griffith,50,47,6.00%
Tel Aviv,Israel,EMEA,22-12-2018,Ceiling fan,Rebecca Delo,150,144,4.00%
Riyadh,Saudi Arabia,EMEA,12-01-2014,Iron,Kelly Owen,30,29,3.33%
Los Angeles,USA,NA,12-07-2016,Toaster,Colin Matthews,50,44,12.00%
Tokyo,Japan,APAC,24-01-2014,Dishwasher,Rose Rowntree,500,350,30.00%
Prague,Czech Republic,EMEA,11-09-2015,Blender,Terence Mirza,50,42,16.00%
Kuala Lumpur,Malaysia,APAC,27-11-2016,Vacuum Cleaner,Harold Lunn,250,220,12.00%
Athens,Greece,EMEA,17-09-2016,Dishwasher,Gary Roberts,500,485,3.00%
San Fransisco,USA,NA,04-09-2018,Air conditioner,James Scott,700,672,4.00%
Prague,Czech Republic,EMEA,12-05-2017,Air conditioner,Nick Denny,700,630,10.00%
Sydney,Australia,APAC,26-10-2016,Washing Machine,James Ricketts,800,688,14.00%
Shanghai,China,APAC,25-05-2014,Toaster,Christopher Snape,50,48,4.00%
London,UK,EMEA,24-05-2017,Coffee grinder,Philip Dewar,70,67,4.29%
Dublin,Ireland,EMEA,02-07-2017,Dishwasher,Robert Harris,500,470,6.00%
Amsterdam,Netherlands,EMEA,19-09-2014,Vacuum Cleaner,Ian Christian,250,243,2.80%
New York,USA,NA,28-06-2018,Washing Machine,Richard Nash,800,552,31.00%
Amsterdam,Netherlands,EMEA,11-10-2016,Oven,Julia Ferguson,500,490,2.00%
Lima,Peru,LATAM,20-02-2014,Microwave,Kevin Goad,80,65,18.75%
Vienna,Austria,EMEA,15-04-2016,Blender,Lisa Pepper,50,43,14.00%
New York,USA,NA,31-03-2018,Washing Machine,Sarah Houghton,800,616,23.00%
Buenos Aires,Argentina,LATAM,02-03-2016,Oven,Kevin Curtis,500,490,2.00%
Delhi,India,APAC,22-05-2018,Iron,Tessa Morrow,30,26,13.33%
Paris,France,EMEA,09-10-2018,Blender,Darren Webb,50,48,4.00%
Delhi,India,APAC,20-02-2014,Washing Machine,David Johnson,800,608,24.00%
Shanghai,China,APAC,27-04-2016,Refrigerator,Wolf Christian,1000,680,32.00%
Seattle,USA,NA,30-06-2015,Oven,Kevin Styles,500,500,0.00%
Riyadh,Saudi Arabia,EMEA,21-09-2015,Air conditioner,Gillian Crawley,700,462,34.00%
Capetown,South Africa,EMEA,20-04-2015,Microwave,Margaret Philp,80,69,13.75%
Dublin,Ireland,EMEA,27-04-2015,Coffee grinder,James Carley,70,47,32.86%
Moscow,Russia,EMEA,22-05-2016,Dishwasher,Dermot Bailey,500,490,2.00%
Bangkok,Thailand,APAC,28-06-2017,Oven,Stephen Burch,500,490,2.00%
Osaka,Japan,APAC,30-03-2018,Microwave,Tracy Stanley,80,80,0.00%
Berlin,Germany,EMEA,24-04-2017,Microwave,Jacqueline Clamp,80,76,5.00%
Madria,Spain,EMEA,04-03-2018,Air conditioner,Zhan Whitfield,700,686,2.00%
Amsterdam,Netherlands,EMEA,18-04-2014,Vacuum Cleaner,David Dorey,250,223,10.80%
Osaka,Japan,APAC,03-08-2015,Vacuum Cleaner,Jill Thompson,250,180,28.00%
Bogota,Columbia,LATAM,11-08-2016,Ceiling fan,Gary Percival,150,146,2.67%
Bogota,Columbia,LATAM,18-05-2016,Vacuum Cleaner,Sandra Rew,250,235,6.00%
Athens,Greece,EMEA,10-11-2018,Washing Machine,Charles Ali,800,440,45.00%
Bangalore,India,APAC,26-11-2015,Iron,Stuart Sykes,30,28,6.67%
Sao Paolo,Brazil,LATAM,05-04-2016,Vacuum Cleaner,Gary Reynolds,250,213,14.80%
Seattle,USA,NA,16-07-2017,Air conditioner,Kate Nash,700,665,5.00%
Bangalore,India,APAC,21-04-2017,Oven,Johanna Mirza,500,495,1.00%
Capetown,South Africa,EMEA,15-03-2014,Coffee grinder,Nicholas Holloway,70,67,4.29%
Vienna,Austria,EMEA,10-08-2014,Oven,Paul Munday,500,490,2.00%
New York,USA,NA,27-07-2014,Oven,Stephen Cohen,500,495,1.00%
New York,USA,NA,05-12-2018,Air conditioner,Matthew Crowe,700,700,0.00%
Riyadh,Saudi Arabia,EMEA,26-04-2018,Blender,Heather Murray,50,43,14.00%
Toronto,Canada,NA,26-07-2015,Washing Machine,Michael Patel,800,616,23.00%
Kansas City,USA,NA,20-06-2018,Vacuum Cleaner,David Rodrigues,250,245,2.00%
Tel Aviv,Israel,EMEA,13-06-2018,Vacuum Cleaner,Deanna Wang,250,223,10.80%
Amsterdam,Netherlands,EMEA,14-07-2018,Microwave,Ian Christian,80,73,8.75%
Capetown,South Africa,EMEA,15-05-2014,Coffee grinder,Nicholas Holloway,70,67,4.29%
Prague,Czech Republic,EMEA,10-02-2014,Iron,Edward Khan,30,30,0.00%
Kansas City,USA,NA,03-01-2016,Blender,Douglas Davies,50,49,2.00%
Cairo,Egypt,EMEA,27-10-2014,Oven,Basil Bain,500,495,1.00%
London,UK,EMEA,14-09-2017,Dishwasher,James Neville,500,485,3.00%
San Fransisco,USA,NA,29-01-2015,Ceiling fan,Shelley Lock,150,116,22.67%
Toronto,Canada,NA,26-08-2015,Air conditioner,Kyle Anderson,700,658,6.00%
Riyadh,Saudi Arabia,EMEA,17-04-2016,Iron,Lloyd Barr,30,27,10.00%
Moscow,Russia,EMEA,28-04-2014,Washing Machine,Darren Brooks,800,608,24.00%
Guangzhou,China,APAC,05-04-2016,Toaster,Glenys Wright,50,49,2.00%
Bogota,Columbia,LATAM,09-10-2016,Microwave,Alison Lazar,80,69,13.75%
Kuala Lumpur,Malaysia,APAC,04-01-2015,Coffee grinder,Stephen MacGregor,70,64,8.57%
Riyadh,Saudi Arabia,EMEA,25-09-2018,Iron,Victoria Sherwin,30,27,10.00%
Prague,Czech Republic,EMEA,20-08-2014,Dishwasher,Andrew Waddell,500,500,0.00%
Cairo,Egypt,EMEA,06-10-2014,Microwave,David Amos,80,60,25.00%
Tel Aviv,Israel,EMEA,31-10-2018,Air conditioner,Jacob Percival,700,637,9.00%
Tokyo,Japan,APAC,18-02-2014,Vacuum Cleaner,Pauline Taylor,250,178,28.80%
Warsaw,Poland,EMEA,24-11-2015,Oven,Hin Bragg,500,500,0.00%
Jerusalem,Israel,EMEA,09-01-2017,Toaster,Barbara Scott,50,47,6.00%
Capetown,South Africa,EMEA,23-10-2014,Dishwasher,Marcus Jacob,500,405,19.00%
Rome,Italy,EMEA,03-12-2017,Vacuum Cleaner,Golam Reid,250,245,2.00%
Bucharest,Romania,EMEA,25-03-2018,Microwave,Alan Grant,80,78,2.50%
Bogota,Columbia,LATAM,18-06-2015,Dishwasher,Philip Mishra,500,345,31.00%
Bogota,Columbia,LATAM,17-09-2018,Refrigerator,Basil Nolan,1000,590,41.00%
Paris,France,EMEA,29-08-2015,Vacuum Cleaner,Joanne Sayer,250,238,4.80%
Paris,France,EMEA,17-10-2017,Air conditioner,Ketan Bryan,700,672,4.00%
Paris,France,EMEA,15-08-2017,Oven,Darren Webb,500,500,0.00%
Sydney,Australia,APAC,19-01-2016,Oven,Robert Faulkner,500,495,1.00%
Seoul,South Korea,APAC,28-01-2014,Iron,Steven Wood,30,29,3.33%
Sydney,Australia,APAC,24-06-2015,Microwave,James White,80,55,31.25%
Delhi,India,APAC,17-02-2015,Washing Machine,Glen Campbell,800,608,24.00%
Kansas City,USA,NA,10-05-2015,Iron,Robert Jenkins,30,22,26.67%
Shenzhen,China,APAC,27-04-2014,Microwave,Caroline Gee,80,69,13.75%
Bangalore,India,APAC,12-01-2016,Air conditioner,Stuart Sykes,700,665,5.00%
Istanbul,Turkey,EMEA,23-03-2017,Iron,Anthony Rothery,30,28,6.67%
Seattle,USA,NA,14-03-2018,Washing Machine,Harold Green,800,464,42.00%
Seattle,USA,NA,03-09-2017,Washing Machine,Derek Harris,800,584,27.00%
Rome,Italy,EMEA,30-06-2017,Air conditioner,Richard Batty,700,686,2.00%
Sydney,Australia,APAC,07-07-2018,Vacuum Cleaner,Robert Faulkner,250,213,14.80%
Kansas City,USA,NA,08-12-2017,Dishwasher,Christina Pedley,500,470,6.00%
Capetown,South Africa,EMEA,11-05-2014,Washing Machine,Stuart Anderson,800,664,17.00%
Kuala Lumpur,Malaysia,APAC,11-02-2014,Oven,Stephen MacGregor,500,495,1.00%
Shenzhen,China,APAC,03-09-2016,Microwave,Russell Reynolds,80,72,10.00%
Tokyo,Japan,APAC,01-09-2018,Coffee grinder,Nicholas Goude,70,65,7.14%
Ho Chi Minh City,Vietnam,APAC,13-05-2015,Vacuum Cleaner,Frank Sewell,250,163,34.80%
Capetown,South Africa,EMEA,12-12-2018,Oven,Helen Cooke,500,500,0.00%
Guangzhou,China,APAC,06-02-2015,Air conditioner,Donald Higgs,700,448,36.00%
Tel Aviv,Israel,EMEA,25-03-2018,Washing Machine,Frances Weller,800,496,38.00%
Jerusalem,Israel,EMEA,30-12-2018,Iron,William Collins,30,30,0.00%
Chicago,USA,NA,22-05-2017,Vacuum Cleaner,Ronald Bettley,250,245,2.00%
Toronto,Canada,NA,09-06-2017,Washing Machine,Nick Blacklock,800,576,28.00%
Santiago,Chile,LATAM,17-06-2016,Blender,Jason Edmund,50,47,6.00%
Santiago,Chile,LATAM,29-09-2018,Coffee grinder,Bruce McPhee,70,66,5.71%
London,UK,EMEA,11-06-2016,Dishwasher,William Cruse,500,485,3.00%
Seoul,South Korea,APAC,03-06-2017,Dishwasher,Roger Scott,500,495,1.00%
Dubai,UAE,EMEA,16-09-2017,Blender,Nicholas Timbrell,50,49,2.00%
Tel Aviv,Israel,EMEA,16-04-2018,Vacuum Cleaner,Deanna Wang,250,223,10.80%
Tijuana,Mexico,LATAM,01-11-2018,Toaster,Gillian Allnutt,50,43,14.00%
Bogota,Columbia,LATAM,04-11-2016,Iron,Alison Lazar,30,30,0.00%
